k, n, p, q, poverq, eigenvectors, conductance, rand
25, 1000, 0.01, 0.003, 3.3333333333333335, 13, 0.5522084675897313, 0.9990552902116085
25, 1000, 0.01, 0.003, 3.3333333333333335, 14, 0.5519052275085888, 0.9989155998239928
25, 1000, 0.01, 0.003, 3.3333333333333335, 15, 0.5514317237679698, 0.9988204884995401
25, 1000, 0.01, 0.003, 3.3333333333333335, 16, 0.5511839543433668, 0.9983094693387736
25, 1000, 0.01, 0.003, 3.3333333333333335, 17, 0.5510318289680767, 0.9978467148285933
25, 1000, 0.01, 0.003, 3.3333333333333335, 18, 0.5506852144892075, 0.9973313758150326
25, 1000, 0.01, 0.003, 3.3333333333333335, 19, 0.5504432067864944, 0.9969128867554703
25, 1000, 0.01, 0.003, 3.3333333333333335, 20, 0.5745951963845444, 0.9939413390935637
25, 1000, 0.01, 0.003, 3.3333333333333335, 21, 0.5749428560801567, 0.9935371798871955
25, 1000, 0.01, 0.003, 3.3333333333333335, 22, 0.5855130069543533, 0.9901415531821272
25, 1000, 0.01, 0.003, 3.3333333333333335, 23, 0.5774391074018508, 0.9910180429617185
25, 1000, 0.01, 0.003, 3.3333333333333335, 24, 0.5848744356993999, 0.9896857183087322
25, 1000, 0.01, 0.003, 3.3333333333333335, 25, 0.5772293623650102, 0.989742116724669
25, 1000, 0.01, 0.004, 2.5, 1, 0.9974849501510665, 0.9124885638625546
25, 1000, 0.01, 0.004, 2.5, 2, 0.9064172963180755, 0.9457230910036403
25, 1000, 0.01, 0.004, 2.5, 3, 0.7785339930708643, 0.9839079729589184
25, 1000, 0.01, 0.004, 2.5, 4, 0.7509566012736805, 0.9837666649065963
25, 1000, 0.01, 0.004, 2.5, 5, 0.718636516174017, 0.9923072746909878
25, 1000, 0.01, 0.004, 2.5, 6, 0.6217530789385124, 0.9995104703388137
25, 1000, 0.01, 0.004, 2.5, 7, 0.621940264872843, 0.9991997567902716
25, 1000, 0.01, 0.004, 2.5, 8, 0.621819721478591, 0.9992721654466179
25, 1000, 0.01, 0.004, 2.5, 9, 0.6220577170647372, 0.9993160593623746
25, 1000, 0.01, 0.004, 2.5, 10, 0.6218330111238151, 0.9994227570702827
25, 1000, 0.01, 0.004, 2.5, 11, 0.6214289313819539, 0.9989709751590062
25, 1000, 0.01, 0.004, 2.5, 12, 0.6213389710375141, 0.9988478911956478
25, 1000, 0.01, 0.004, 2.5, 13, 0.6210859151888497, 0.9986812954118165
25, 1000, 0.01, 0.004, 2.5, 14, 0.6208864614403184, 0.9984247075483019
25, 1000, 0.01, 0.004, 2.5, 15, 0.6193071516133528, 0.9982481808072323
25, 1000, 0.01, 0.004, 2.5, 16, 0.6192550741303142, 0.9971776848673948
25, 1000, 0.01, 0.004, 2.5, 17, 0.6187184184080345, 0.9961143968958759
25, 1000, 0.01, 0.004, 2.5, 18, 0.6186877082002584, 0.9948747348293931
25, 1000, 0.01, 0.004, 2.5, 19, 0.6401206646178078, 0.9925887665906636
25, 1000, 0.01, 0.004, 2.5, 20, 0.6230198048121846, 0.9908475180607225
25, 1000, 0.01, 0.004, 2.5, 21, 0.6234516395599612, 0.9887860240809634
25, 1000, 0.01, 0.004, 2.5, 22, 0.6242941058975929, 0.986382803472139
25, 1000, 0.01, 0.004, 2.5, 23, 0.6284388188017435, 0.9841786989879596
25, 1000, 0.01, 0.004, 2.5, 24, 0.6263394489970071, 0.986365304852194
25, 1000, 0.01, 0.004, 2.5, 25, 0.6312353504998807, 0.9845159879995201
25, 1000, 0.01, 0.005, 2.0, 1, 0.9971795609579616, 0.9152511297251891
25, 1000, 0.01, 0.005, 2.0, 2, 0.9168539023300781, 0.9447174171766871
25, 1000, 0.01, 0.005, 2.0, 3, 0.8071664515398211, 0.9857562321692868
25, 1000, 0.01, 0.005, 2.0, 4, 0.7670624409034413, 0.9861582159286371
25, 1000, 0.01, 0.005, 2.0, 5, 0.7357370530042788, 0.9946295205408215
25, 1000, 0.01, 0.005, 2.0, 6, 0.6726321468031002, 0.9995347113084524
25, 1000, 0.01, 0.005, 2.0, 7, 0.6725477903758064, 0.9991962241689667
25, 1000, 0.01, 0.005, 2.0, 8, 0.6725528079981776, 0.9992241456058242
25, 1000, 0.01, 0.005, 2.0, 9, 0.6724506728079415, 0.9992439835193409
25, 1000, 0.01, 0.005, 2.0, 10, 0.672376804542622, 0.9993372614904598
25, 1000, 0.01, 0.005, 2.0, 11, 0.6721591623489986, 0.9987126288251531
25, 1000, 0.01, 0.005, 2.0, 12, 0.6834004201592153, 0.9980526152246089
25, 1000, 0.01, 0.005, 2.0, 13, 0.6716460795822443, 0.9981916300652024
25, 1000, 0.01, 0.005, 2.0, 14, 0.6713618290993882, 0.9977594322972918
25, 1000, 0.01, 0.005, 2.0, 15, 0.6694406889769737, 0.9975016344653787
25, 1000, 0.01, 0.005, 2.0, 16, 0.6693744620745186, 0.9934825255410216
25, 1000, 0.01, 0.005, 2.0, 17, 0.6699436109626531, 0.9911928694747789
25, 1000, 0.01, 0.005, 2.0, 18, 0.6714426984432708, 0.9873971662866513
25, 1000, 0.01, 0.005, 2.0, 19, 0.6735561909702769, 0.985246933397336
25, 1000, 0.01, 0.005, 2.0, 20, 0.6750635276041554, 0.9826803398535942
25, 1000, 0.01, 0.005, 2.0, 21, 0.6736523267434548, 0.9806313417336693
25, 1000, 0.01, 0.005, 2.0, 22, 0.6740320137165383, 0.9787560587223488
25, 1000, 0.01, 0.005, 2.0, 23, 0.6798046646111218, 0.976667035321413
25, 1000, 0.01, 0.005, 2.0, 24, 0.6837076481025685, 0.976548919876795
25, 1000, 0.01, 0.005, 2.0, 25, 0.684267271363581, 0.9752625717828713
25, 1000, 0.01, 0.006, 1.6666666666666667, 1, 0.9950667199641507, 0.9171787293891756
25, 1000, 0.01, 0.006, 1.6666666666666667, 2, 0.9088654292113763, 0.9456604830593225
25, 1000, 0.01, 0.006, 1.6666666666666667, 3, 0.8333064700527363, 0.987762723628945
25, 1000, 0.01, 0.006, 1.6666666666666667, 4, 0.8061080264842573, 0.9878723430537221
25, 1000, 0.01, 0.006, 1.6666666666666667, 5, 0.7789759703743457, 0.9943640033601344
25, 1000, 0.01, 0.006, 1.6666666666666667, 6, 0.7113194713113902, 0.9996148076323053
25, 1000, 0.01, 0.006, 1.6666666666666667, 7, 0.711177223783525, 0.9991940010400416
25, 1000, 0.01, 0.006, 1.6666666666666667, 8, 0.7112600874785284, 0.9992379679187169
25, 1000, 0.01, 0.006, 1.6666666666666667, 9, 0.7112723237598282, 0.9992156540661628
25, 1000, 0.01, 0.006, 1.6666666666666667, 10, 0.7109891573332596, 0.9993185122604904
25, 1000, 0.01, 0.006, 1.6666666666666667, 11, 0.7107769326501611, 0.9984786453858154
25, 1000, 0.01, 0.006, 1.6666666666666667, 12, 0.7108460722997856, 0.9981306026641066
25, 1000, 0.01, 0.006, 1.6666666666666667, 13, 0.7352387555566237, 0.9968938440737629
25, 1000, 0.01, 0.006, 1.6666666666666667, 14, 0.7083860310979672, 0.9972142418496741
25, 1000, 0.01, 0.006, 1.6666666666666667, 15, 0.7067884647065495, 0.9967335877435097
25, 1000, 0.01, 0.006, 1.6666666666666667, 16, 0.7064686101088824, 0.9932101552862115
25, 1000, 0.01, 0.006, 1.6666666666666667, 17, 0.7057302023211816, 0.9885552673306932
25, 1000, 0.01, 0.006, 1.6666666666666667, 18, 0.7049140575669764, 0.9851992870114806
25, 1000, 0.01, 0.006, 1.6666666666666667, 19, 0.7050380722779179, 0.9837655269410777
25, 1000, 0.01, 0.006, 1.6666666666666667, 20, 0.7051878021751863, 0.9804114212568503
25, 1000, 0.01, 0.006, 1.6666666666666667, 21, 0.7069406930588837, 0.9779486734669387
25, 1000, 0.01, 0.006, 1.6666666666666667, 22, 0.7077391745109656, 0.9784777496699867
25, 1000, 0.01, 0.006, 1.6666666666666667, 23, 0.7056695332547533, 0.9761950935637426
25, 1000, 0.01, 0.006, 1.6666666666666667, 24, 0.7059209662329347, 0.9741289587583504
25, 1000, 0.01, 0.006, 1.6666666666666667, 25, 0.705973565148361, 0.9728422407296291
25, 1000, 0.01, 0.007, 1.4285714285714286, 1, 0.9933114565625345, 0.9169392574102962
25, 1000, 0.01, 0.007, 1.4285714285714286, 2, 0.9026908830028292, 0.9490636182247292
25, 1000, 0.01, 0.007, 1.4285714285714286, 3, 0.8417216622101688, 0.9918656711068442
25, 1000, 0.01, 0.007, 1.4285714285714286, 4, 0.7984755461506073, 0.9902144837793513
25, 1000, 0.01, 0.007, 1.4285714285714286, 5, 0.7829369249093878, 0.9951888731549262
25, 1000, 0.01, 0.007, 1.4285714285714286, 6, 0.741826593758317, 0.9996466713068525
25, 1000, 0.01, 0.007, 1.4285714285714286, 7, 0.7418451895746341, 0.999217432697308
25, 1000, 0.01, 0.007, 1.4285714285714286, 8, 0.7418077851331808, 0.9992190810832433
25, 1000, 0.01, 0.007, 1.4285714285714286, 9, 0.7414299591287608, 0.9992120356814272
25, 1000, 0.01, 0.007, 1.4285714285714286, 10, 0.741041416403595, 0.9992998974358974
25, 1000, 0.01, 0.007, 1.4285714285714286, 11, 0.7409809836607186, 0.9981829177167088
25, 1000, 0.01, 0.007, 1.4285714285714286, 12, 0.7408200887144689, 0.9977413666146646
25, 1000, 0.01, 0.007, 1.4285714285714286, 13, 0.7404517797331688, 0.9972444104164166
25, 1000, 0.01, 0.007, 1.4285714285714286, 14, 0.7392840970142214, 0.996512237449498
25, 1000, 0.01, 0.007, 1.4285714285714286, 15, 0.7359329552869613, 0.9959349193167728
25, 1000, 0.01, 0.007, 1.4285714285714286, 16, 0.7360349643966567, 0.9923261714468579
25, 1000, 0.01, 0.007, 1.4285714285714286, 17, 0.7352408718838025, 0.9883554887795512
25, 1000, 0.01, 0.007, 1.4285714285714286, 18, 0.7352212141004283, 0.9852891987679507
25, 1000, 0.01, 0.007, 1.4285714285714286, 19, 0.7340589158754749, 0.9819329525181006
25, 1000, 0.01, 0.007, 1.4285714285714286, 20, 0.7345327295844342, 0.9804202817712708
25, 1000, 0.01, 0.007, 1.4285714285714286, 21, 0.7319233905424831, 0.9794064866594663
25, 1000, 0.01, 0.007, 1.4285714285714286, 22, 0.7333875241868255, 0.9778839217568704
25, 1000, 0.01, 0.007, 1.4285714285714286, 23, 0.7330512596461585, 0.9763080462418496
25, 1000, 0.01, 0.007, 1.4285714285714286, 24, 0.7313391239507169, 0.9742272862114483
25, 1000, 0.01, 0.007, 1.4285714285714286, 25, 0.7313643085252641, 0.9729980287211489
25, 1000, 0.01, 0.008, 1.25, 1, 0.995931733059631, 0.9156230399615983
25, 1000, 0.01, 0.008, 1.25, 2, 0.9221139380496073, 0.9484397443097723
25, 1000, 0.01, 0.008, 1.25, 3, 0.8411918375428584, 0.9954525845033799
25, 1000, 0.01, 0.008, 1.25, 4, 0.8068334653894, 0.9919731813272532
25, 1000, 0.01, 0.008, 1.25, 5, 0.7994797207874098, 0.9958604696187846
25, 1000, 0.01, 0.008, 1.25, 6, 0.7668027323212336, 0.9997351830073201
25, 1000, 0.01, 0.008, 1.25, 7, 0.7667654307095837, 0.9992839166366656
25, 1000, 0.01, 0.008, 1.25, 8, 0.7668288929532205, 0.9992628261930477
25, 1000, 0.01, 0.008, 1.25, 9, 0.7665763717632351, 0.9992805478619144
25, 1000, 0.01, 0.008, 1.25, 10, 0.7664636766900923, 0.9993461741669666
25, 1000, 0.01, 0.008, 1.25, 11, 0.7660231601249924, 0.9980993988559541
25, 1000, 0.01, 0.008, 1.25, 12, 0.765971180606407, 0.9971240264010559
25, 1000, 0.01, 0.008, 1.25, 13, 0.7654107874156819, 0.9968194881395256
25, 1000, 0.01, 0.008, 1.25, 14, 0.7641428401405074, 0.9959833951758069
25, 1000, 0.01, 0.008, 1.25, 15, 0.7610459183305246, 0.9951885061002439
25, 1000, 0.01, 0.008, 1.25, 16, 0.7608976966869541, 0.9913834530981239
25, 1000, 0.01, 0.008, 1.25, 17, 0.759995526946952, 0.9876226399455976
25, 1000, 0.01, 0.008, 1.25, 18, 0.7599940271827885, 0.9836284971398855
25, 1000, 0.01, 0.008, 1.25, 19, 0.7600962193948567, 0.981053428697148
25, 1000, 0.01, 0.008, 1.25, 20, 0.7557456830149487, 0.9778143973758949
25, 1000, 0.01, 0.008, 1.25, 21, 0.7584227244742848, 0.9778742452098083
25, 1000, 0.01, 0.008, 1.25, 22, 0.7564372597615115, 0.9746636591863675
25, 1000, 0.01, 0.008, 1.25, 23, 0.7564697172180965, 0.9737148330733228
25, 1000, 0.01, 0.008, 1.25, 24, 0.7570708263924144, 0.9735813019720789
25, 1000, 0.01, 0.008, 1.25, 25, 0.7565142678725205, 0.9728087913916557
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 1, 0.9962777825570133, 0.915505820872835
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 2, 0.9293703787671456, 0.948085624224969
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 3, 0.8299520210483378, 0.9965483876955078
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 4, 0.8223212886974306, 0.9933365069002761
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 5, 0.8003464253187103, 0.9968373061322453
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 6, 0.7871454158856992, 0.9997536419856793
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 7, 0.7870570040414789, 0.999338843953758
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 8, 0.7870271901279844, 0.9993300682427296
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 9, 0.78680346608924, 0.9992990020400818
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 10, 0.7864695113517757, 0.9993533462938518
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 11, 0.7865334686167227, 0.9978796940677628
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 12, 0.7864537620953087, 0.9970548165926637
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 13, 0.7905860307507491, 0.9957937456698268
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 14, 0.7873069326771678, 0.9948130936437456
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 15, 0.7813611866567373, 0.994328221448858
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 16, 0.781022368397698, 0.9903020850434017
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 17, 0.7809324517881102, 0.9866703503340135
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 18, 0.7805506437605206, 0.9835625812232489
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 19, 0.7798639144795076, 0.9823796257450299
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 20, 0.7785624251502272, 0.9799454288571541
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 21, 0.7792210136901373, 0.9767347500300012
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 22, 0.7788577751723116, 0.9756432961318454
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 23, 0.7797550176802723, 0.974779161406456
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 24, 0.7782432173076672, 0.9731284275371015
25, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 25, 0.7767360825947127, 0.9725795476619064
25, 1000, 0.01, 0.01, 1.0, 1, 0.9968082037374064, 0.9136149343573743
25, 1000, 0.01, 0.01, 1.0, 2, 0.9144521233416152, 0.9491149367574705
25, 1000, 0.01, 0.01, 1.0, 3, 0.8203733036308402, 0.9978651952478099
25, 1000, 0.01, 0.01, 1.0, 4, 0.8306062091122579, 0.9946538450338013
25, 1000, 0.01, 0.01, 1.0, 5, 0.8327399562694845, 0.9966387861914476
25, 1000, 0.01, 0.01, 1.0, 6, 0.8043075112184598, 0.9997911785271411
25, 1000, 0.01, 0.01, 1.0, 7, 0.8043208143274573, 0.9993938183127324
25, 1000, 0.01, 0.01, 1.0, 8, 0.8043655186985765, 0.999371116604664
25, 1000, 0.01, 0.01, 1.0, 9, 0.804080902576111, 0.9993414910996441
25, 1000, 0.01, 0.01, 1.0, 10, 0.8038258101250422, 0.9993836092643704
25, 1000, 0.01, 0.01, 1.0, 11, 0.8035227012556183, 0.9977509279571184
25, 1000, 0.01, 0.01, 1.0, 12, 0.8033137419134411, 0.9968518228729149
25, 1000, 0.01, 0.01, 1.0, 13, 0.8053316794285641, 0.9950514314972599
25, 1000, 0.01, 0.01, 1.0, 14, 0.800895903588677, 0.9936669857194287
25, 1000, 0.01, 0.01, 1.0, 15, 0.7986541446363297, 0.993202123604944
25, 1000, 0.01, 0.01, 1.0, 16, 0.7982636218456413, 0.9896170576423057
25, 1000, 0.01, 0.01, 1.0, 17, 0.7973133449297913, 0.9870310914836592
25, 1000, 0.01, 0.01, 1.0, 18, 0.7976726723873769, 0.9843899403976157
25, 1000, 0.01, 0.01, 1.0, 19, 0.7962513905574937, 0.9810939816792672
25, 1000, 0.01, 0.01, 1.0, 20, 0.7957599884323295, 0.9781711991679668
25, 1000, 0.01, 0.01, 1.0, 21, 0.7954239624156138, 0.9766310031601264
25, 1000, 0.01, 0.01, 1.0, 22, 0.7956130801162111, 0.9750551958078324
25, 1000, 0.01, 0.01, 1.0, 23, 0.7937720754184112, 0.9736561772870915
25, 1000, 0.01, 0.01, 1.0, 24, 0.7921470139892751, 0.972326415296612
25, 1000, 0.01, 0.01, 1.0, 25, 0.7934029697665286, 0.9709766115444619
