k, n, p, q, poverq, eigenvectors, conductance, rand
16, 1000, 0.01, 0.007, 1.4285714285714286, 16, 0.7238605458881596, 0.9669972232639541
16, 1000, 0.01, 0.008, 1.25, 1, 0.991978756929828, 0.8726513774298393
16, 1000, 0.01, 0.008, 1.25, 2, 0.8832749955599344, 0.9347181948871806
16, 1000, 0.01, 0.008, 1.25, 3, 0.765734476016975, 0.9985344037127322
16, 1000, 0.01, 0.008, 1.25, 4, 0.765999064885838, 0.9943400165635353
16, 1000, 0.01, 0.008, 1.25, 5, 0.7656225143590402, 0.9971703895555972
16, 1000, 0.01, 0.008, 1.25, 6, 0.7642953128617206, 0.9989742937058566
16, 1000, 0.01, 0.008, 1.25, 7, 0.7638113226428855, 0.995897579536221
16, 1000, 0.01, 0.008, 1.25, 8, 0.7636765935097027, 0.9944365960372522
16, 1000, 0.01, 0.008, 1.25, 9, 0.7611375561184535, 0.9920493663666479
16, 1000, 0.01, 0.008, 1.25, 10, 0.7525408623043941, 0.990523287392962
16, 1000, 0.01, 0.008, 1.25, 11, 0.7520290502645578, 0.9876746585724108
16, 1000, 0.01, 0.008, 1.25, 12, 0.7505396298162581, 0.9807325012500782
16, 1000, 0.01, 0.008, 1.25, 13, 0.7502352115602153, 0.9766538447715482
16, 1000, 0.01, 0.008, 1.25, 14, 0.7490009748217951, 0.9713303003312708
16, 1000, 0.01, 0.008, 1.25, 15, 0.7455821161002769, 0.9654465505656604
16, 1000, 0.01, 0.008, 1.25, 16, 0.7410629245414466, 0.9594665385336583
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 1, 0.9908086941399719, 0.8745747507656729
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 2, 0.8940785601453889, 0.9355884828739297
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 3, 0.7859070374929837, 0.9988801909494344
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 4, 0.7857213010234412, 0.9947165119694981
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 5, 0.786171132078494, 0.9973330067504218
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 6, 0.7848119268572796, 0.999093498031127
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 7, 0.7845622524517749, 0.9955214849365586
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 8, 0.7839105818156341, 0.9936999835927246
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 9, 0.7802787047064015, 0.9908551401650104
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 10, 0.770560448444274, 0.9886320309081817
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 11, 0.7695980993038185, 0.9841524673417089
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 12, 0.768559967307893, 0.9796278197074818
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 13, 0.7685824008041682, 0.977965643165198
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 14, 0.766154765878229, 0.9746063324270267
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 15, 0.7665266441797283, 0.9693173237389836
16, 1000, 0.01, 0.009000000000000001, 1.111111111111111, 16, 0.7624106661004617, 0.9632629851865742
16, 1000, 0.01, 0.01, 1.0, 1, 0.9910965989542321, 0.8745583231764484
16, 1000, 0.01, 0.01, 1.0, 2, 0.890975095466494, 0.9394577270454404
16, 1000, 0.01, 0.01, 1.0, 3, 0.8031173409713649, 0.9991038963372711
16, 1000, 0.01, 0.01, 1.0, 4, 0.8025350395674336, 0.995149023376461
16, 1000, 0.01, 0.01, 1.0, 5, 0.8041166279727484, 0.9975333341146323
16, 1000, 0.01, 0.01, 1.0, 6, 0.802205250870102, 0.9991385367835491
16, 1000, 0.01, 0.01, 1.0, 7, 0.801673589133749, 0.99406341568223
16, 1000, 0.01, 0.01, 1.0, 8, 0.8010705607648427, 0.9926695207512969
16, 1000, 0.01, 0.01, 1.0, 9, 0.7980491712695359, 0.9892649392149508
16, 1000, 0.01, 0.01, 1.0, 10, 0.7858122433074562, 0.9868341583848987
16, 1000, 0.01, 0.01, 1.0, 11, 0.7853244565346629, 0.9819956981686355
16, 1000, 0.01, 0.01, 1.0, 12, 0.7851673539860597, 0.980936736671042
16, 1000, 0.01, 0.01, 1.0, 13, 0.7850938302324235, 0.977973626476655
16, 1000, 0.01, 0.01, 1.0, 14, 0.7830476995051392, 0.9743348607725484
16, 1000, 0.01, 0.01, 1.0, 15, 0.7816675779429081, 0.9681710060003752
16, 1000, 0.01, 0.01, 1.0, 16, 0.7724823791852127, 0.9622393157384836
